,Year,Term,YearTerm,Subject,Number,Name,Description,Credit Hours,Degree Attributes,Schedule Information,Class,GPA
914,2020,Fall,2020-fa,CHEM,585,Materials Chemistry Seminar,Required of all Chemistry graduate students whose area is materials chemistry. Prerequisite: Enrollment is allowed only by second-year graduate students who are presenting their Ph.D. literature seminar during that semester. Undergraduate students are not eligible to enroll in this course.,1 hours.,,,CHEM585,
915,2020,Fall,2020-fa,CHEM,590,Special Topics in Chemistry,Designed for students majoring or minoring in chemistry who wish to undertake individual studies of a non-research nature under the direction of a faculty member of the department. Approved for both letter and S/U grading. Prerequisite: Consent of instructor and written approval of department head. Staff for the course is the same as for CHEM 599.,1 TO 4 hours.,,,CHEM590,3.48
916,2020,Fall,2020-fa,CHEM,592,Preparing Graduate Fellowships,"This course assists first- and second-year graduate students as well as a selected few senior undergraduate students in their efforts to obtain external grants and fellowships. Using the National Science Foundation (NSF) Graduate Research Fellowship Program (GRFP) as an example, the course provides the students with general information and guidance about preparing grant applications. Each student will prepare a complete application package, which can be submitted to the NSF GRFP at the end of the course, although such submission is optional. Approved for S/U grading only. Prerequisite: For first- and second-year graduate students in Chemistry. Some senior undergraduate students who have high GPA and research experience in faculty laboratories may enroll with the instructor's approval.",1 hours.,,,CHEM592,
917,2020,Fall,2020-fa,CHEM,599,Thesis Research,"Candidates for the master's degree who elect research are required to present a thesis. A thesis is always required of students working toward the degree of Doctor of Philosophy. Not all candidates for thesis work necessarily are accepted. Any student whose major is in a department other than chemistry or chemical engineering must receive permission from the head of the Department of Chemistry to register in this course. Approved for S/U grading only. May be repeated in separate terms. During Summer terms, this course can only be taken for 0 to 8 hours.",0 TO 16 hours.,,,CHEM599,
918,2020,Fall,2020-fa,CHIN,201,Elementary Chinese I,"Introduction to Mandarin Chinese, including basic skills in speaking, reading, and writing. Not open to students with a background in Chinese language.",5 hours.,,"Freshman, Sophomore or Junior status needed. CHIN 201 is for those with no Chinese language background.",CHIN201,
919,2020,Fall,2020-fa,CHIN,202,Elementary Chinese II,Continuation of CHIN 201. Prerequisite: CHIN 201.,5 hours.,,Prior knowledge of language requires a placement exam to be given. Call 244-1432 for date of exam and to register for the test.,CHIN202,
920,2020,Fall,2020-fa,CHIN,203,Intermediate Chinese I,"First term of second year of the Chinese language, including drill for more advanced conversational fluency; introduction to a greater variety of styles and levels of discourse and usage; and increasing study of the written language and more formal grammar. Prerequisite: CHIN 202 or equivalent.",5 hours.,,,CHIN203,3.4
921,2020,Fall,2020-fa,CHIN,204,Intermediate Chinese II,"Continuation of CHIN 203. Concentration on ability to engage in fluent discourse, on comprehensive grammatical knowledge, and on ability to read ordinary simple text in Chinese. Prerequisite: CHIN 203 or equivalent.",5 hours.,,Prior knowledge of language requires a placement exam to be given. Call 244-1432 for date of exam and to register for the test.,CHIN204,
922,2020,Fall,2020-fa,CHIN,241,Chinese Reading and Writing,"Students with a basic background in spoken Mandarin will help develop their ability to read and write Chinese characters. This course fulfills the language requirement for those programs with a two-term sequence. Successful completion of CHIN 241 and CHIN 242 fulfills the Liberal Arts and Science foreign language requirement. Credit is not given for both this course and CHIN 201 or CHIN 202. Prerequisite: CHIN 222, or speaking proficiency as determined by placement test.",4 hours.,,"CHIN 241 is intended for those with some background in spoken Mandarin, and teaches reading and writing Chinese characters. The completion of the CHIN 241-CHIN 242 sequence fulfills the language requirement.",CHIN241,
923,2020,Fall,2020-fa,CHIN,305,Advanced Chinese I,"An advanced-level course that emphasizes rapid reading, vocabulary acquisition, and newspaper reading. Prerequisite: CHIN 204 or CHIN 242.",5 hours.,,,CHIN305,
924,2020,Fall,2020-fa,CHIN,440,Fourth-Year Chinese I,"The focus of this course is on reading and discussing modern and pre-modern Chinese literary selections in Chinese. Students continue to develop dictionary, literary and writing skills begun at the advanced (305-306) levels. 3 undergraduate hours. 4 graduate hours. Prerequisite: CHIN 306 or equivalent.",3 OR 4 hours.,,Students who have not taken CHIN 306 at this university must take the placement test.,CHIN440,
925,2020,Fall,2020-fa,CHIN,490,Readings in Chinese Lit,Guided readings in Chinese literature in the vernacular with regular individual conferences and a paper. 3 undergraduate hours. 4 graduate hours. May be repeated to a maximum of 6 undergraduate hours or 8 graduate hours. Prerequisite: Reading knowledge of Chinese and consent of instructor.,3 OR 4 hours.,,,CHIN490,
926,2020,Fall,2020-fa,CHLH,100,Contemporary Health,"Examines concepts of health and health promotion in contemporary society with emphasis on a healthy lifestyle for individuals and groups. Topics include self care, health insurance, exercise, nutrition and weight control, sexuality, contraception, tobacco, alcohol, cardiovascular health, infectious diseases, and cancer.",3 hours.,Social & Beh Sci - Soc Sci course.,Enrollment required for Community Health Freshmen and transfer students. Students must register for one discussion and one lecture section.,CHLH100,3.51
927,2020,Fall,2020-fa,CHLH,101,Introduction to Public Health,"Introduction to the nation's public health system; includes an overview of the basic concepts and core functions of public health practice, the scope of applications, and the variety of service organizations (both public and private) that shape public health.",3 hours.,Social & Beh Sci - Soc Sci course.,Students must register for one discussion and one lecture section.,CHLH101,3.39
928,2020,Fall,2020-fa,CHLH,125,Orientation KIN &amp; Comm Health,"Serves as an introduction to the Kinesiology and Community Health Department and provides an overview of the Kinesiology and Community Health curricula, areas of study, and opportunities available for careers in the field. Enrollment required for Community Health freshmen and transfer students. Credit is not given for both CHLH 125 and KIN 125.",1 hours.,,,CHLH125,3.83
929,2020,Fall,2020-fa,CHLH,199,Undergraduate Open Seminar,Approved for letter and S/U grading. May be repeated up to a maximum of 10 hours.,1 TO 5 hours.,,,CHLH199,3.69
930,2020,Fall,2020-fa,CHLH,200,Mental Health,"Introduction to the science of mental health and illness including personality development, the genesis and manifestations of mental illness, and the maintenance of mental health; taught with an emphasis on the preventive and medical aspects of mental health.",2 hours.,,Most seats reserved.,CHLH200,3.49
931,2020,Fall,2020-fa,CHLH,201,Public Health Research Methods,"This course is designed to provide students with an introduction to the basic principles and concepts underlying research methods on public health. Topics include conceptualization, measurement, research design, sampling, evaluation, data sources and ethics. The students will be exposed to a wide range of quantitative, and mixed methods.",3 hours.,,,CHLH201,3.56
932,2020,Fall,2020-fa,CHLH,206,Human Sexuality,"Emphasizes the behavioral aspects of human sexuality. Topics include: birth control; prenatal care, pregnancy and childbirth; sex roles; premarital sex; lifestyles; marriage and divorce.",2 hours.,,,CHLH206,3.41
933,2020,Fall,2020-fa,CHLH,210,Community Health Organizations,"Overview of institutions and agencies which provide health information, education, services, and care. Includes historical foundations, constituencies, organizational goals and structure, funding and expenditures, modes of service delivery, political and ethical issues.",2 hours.,,,CHLH210,3.61
934,2020,Fall,2020-fa,CHLH,243,Drug Use and Abuse,"Introduction to the biological, psychological, pharmacological, and legal aspects of drug use and abuse; surveys community and university resources concerned with drug use and abuse; emphasizes personal and social actions for responsible drug use.",2 hours.,,,CHLH243,3.64
935,2020,Fall,2020-fa,CHLH,244,Health Statistics,Introduction to biostatistics. Students learn concepts necessary to understand statistical inference as applied to health issues.,3 hours.,Quantitative Reasoning I course.,,CHLH244,3.0
936,2020,Fall,2020-fa,CHLH,250,Health Care Systems,"Overview of the major issues confronting health care systems from a macro perspective. Identification and analysis of the functions, major participants and trends in health care systems in the United States and abroad. Attention on current and emerging issues having implications for health care systems in industrialized nations.",3 hours.,,,CHLH250,3.58
937,2020,Fall,2020-fa,CHLH,260,Introduction to Medical Ethics,"Course stresses normative bioethics: decisions about what is ethical behavior in a variety of real and practical issues. Analysis of medical ethical cases at the individual, community and wider national and international levels will be addressed. Approved for both letter and S/U grading.",3 hours.,Humanities - Hist & Phil course.,Students must register for one discussion and one lecture section.,CHLH260,3.62
938,2020,Fall,2020-fa,CHLH,274,Introduction to Epidemiology,"Basic concepts and methods of epidemiology; patterns of disease occurrence; applications of epidemiology to health education, health services administration and planning, health policy, and environmental health.",3 hours.,Quantitative Reasoning I course.,,CHLH274,3.29
939,2020,Fall,2020-fa,CHLH,304,Foundations of Health Behavior,"Examination of the application of the social and behavioral sciences to health and health behavior. Psychological, social psychological, and sociological approaches to health behavior are analyzed. Topics covered include development of health attitudes and behaviors, perceptions of health and illness, methods of changing health behavior and patient-provider interaction. Prerequisite: CHLH 100, or consent of instructor; completion of the campus Composition I requirement.",4 hours.,"Social & Beh Sci - Beh Sci, and Advanced Composition course.",Students must register for one discussion and one lecture section.,CHLH304,3.66
940,2020,Fall,2020-fa,CHLH,330,Disability in American Society,Same as REHB 330. See REHB 330.,3 hours.,Social & Beh Sci - Soc Sci course.,,CHLH330,
941,2020,Fall,2020-fa,CHLH,380,Orientation to Internship,Provides students with information concerning placement in internship. Topics include internship requirements; student responsibilities; preparation of resumes and cover letters; selecting an organization or site; interviewing; issues of professional development. Prerequisite: Junior standing.,1 hours.,,,CHLH380,3.92
942,2020,Fall,2020-fa,CHLH,390,Honors,Same as KIN 390 and RST 390. See KIN 390.,2 hours.,,,CHLH390,
943,2020,Fall,2020-fa,CHLH,393,Special Projects,"Special projects in research and independent investigation in any phase of health, kinesiology, recreation, and related areas selected by the students. May be repeated to a maximum of 12 hours.",2 OR 3 hours.,,,CHLH393,
944,2020,Fall,2020-fa,CHLH,409,Women's Health,"Examines the culture of women in relationship to their health. Study is devoted to selected health care issues, developmental and physiological changes in the life cycle, health problems that affect women, and the maintenance of health. Same as GWS 409. 3 undergraduate hours. 3 graduate hours. Prerequisite: CHLH 100 or equivalent; or consent of instructor.",3 hours.,,,CHLH409,3.52
945,2020,Fall,2020-fa,CHLH,410,Public Health Practice,Theory and practice of public health promotion as they relate to educational approaches in solving community health problems. 4 undergraduate hours. 4 graduate hours. Prerequisite: CHLH 210 or consent of instructor.,4 hours.,,,CHLH410,3.54
946,2020,Fall,2020-fa,CHLH,415,International Health,"Explores the various factors that impact the health of populations around the world. Political, cultural, social, environmental and other domains will be examined in relation to how they affect the health of residents of various countries. 3 or 4 undergraduate hours. 3 or 4 graduate hours.",3 OR 4 hours.,,,CHLH415,3.56
947,2020,Fall,2020-fa,CHLH,421,Health Data Analysis,"Introduces health data analysis, sources and uses of health data, collection techniques and classification procedures, commonly used health indices, techniques of rate adjustment, graphic presentation of data as they relate to the planning, conducting, and evaluating of community health programs. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Quantitative Reasoning I course or equivalent.",3 OR 4 hours.,Quantitative Reasoning II course.,,CHLH421,3.61
948,2020,Fall,2020-fa,CHLH,429,Research Techniques,"Study of the ethics of research, research literature, research designs, and health measurement techniques utilized in the public health sciences. Emphasizes developing skills in analyzing research and assessment of health behaviors, and problem identification and research design for individual student research projects. 4 undergraduate hours. 4 graduate hours. Prerequisite: CHLH 590, or SOC 485, or EPSY 480; or equivalent.",4 hours.,,,CHLH429,
949,2020,Fall,2020-fa,CHLH,448,Exercise &amp; Health Psychology,Same as KIN 448. See KIN 448.,3 OR 4 hours.,,,CHLH448,
950,2020,Fall,2020-fa,CHLH,455,Health Services Financing,"Examines major topics and emerging trends in health financing, including sources of revenue, public and private financing organizations, reimbursement and sources of revenue to health providers, and capital financing in the health care industry. 3 undergraduate hours. 3 graduate hours. Prerequisite: Junior standing.",3 hours.,,,CHLH455,3.61
951,2020,Fall,2020-fa,CHLH,456,Organization of Health Care,"Examines types and performance of health care organizations (e.g. , doctors' offices, clinics, hospitals, and nursing homes), networks of health services, evaluation of health care, and social policy issues relating to organizations in the U. S. health care system. 2 to 4 undergraduate hours. 2 to 4 graduate hours.",2 TO 4 hours.,,,CHLH456,3.65
952,2020,Fall,2020-fa,CHLH,457,Health Planning,"Survey of the history and objectives of health planning as related to medical care delivery in the United States; methods of health, institutional and community planning; planning and marketing concepts and methods; analysis of consumer behavior, public policies, and private competitive forces. Same as SOCW 457. 3 undergraduate hours. 3 graduate hours. Prerequisite: CHLH 250 and junior standing.",3 hours.,,,CHLH457,3.66
953,2020,Fall,2020-fa,CHLH,458,Health Administration,"Examines management principles relative to health care institutions emphasizing goal setting, decision making, system analysis, organizational structure, conflict resolution, and leadership theories. 3 undergraduate hours. 3 graduate hours. Prerequisite: Senior or graduate standing, or consent of instructor.",3 hours.,,,CHLH458,3.57
954,2020,Fall,2020-fa,CHLH,469,Environmental Health,"Appreciation of the concepts and mechanisms used to prevent or control environmental conditions that may lead to infectious or other environmentally induced diseases. Presents topics from a public health perspective that include air pollution, water supply management, waste management, radiation protection, food hygiene, occupational health and disaster management. Same as ENVS 469. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CHLH 274 or equivalent.",3 OR 4 hours.,,,CHLH469,3.66
955,2020,Fall,2020-fa,CHLH,470,"Technology, Health, and Aging","An undergrad/grad interdisciplinary course that is focused on technology, healthcare, and aging. It is a combination lecture/lab course wherein students learn design and evaluation tools, are part of a project development team, participate in transgenerational learning activities with older adults, and focus on technology design to support healthy aging. 3 undergraduate hours. 4 graduate hours. Prerequisite: Restricted to students with Junior or Senior class standing and Graduate students.",3 OR 4 hours.,,,CHLH470,
956,2020,Fall,2020-fa,CHLH,473,"Immigration, Health &amp; Society","Same as LLS 473, SOC 473, and SOCW 473. See LLS 473.",3 OR 4 hours.,,,CHLH473,
957,2020,Fall,2020-fa,CHLH,485,Community Health Internship,"Supervised field experience in official, voluntary and professional health agencies; designed to provide students with work experience in actual field situations. Students work in University approved health agencies for a minimum of 320 undergraduate hours. 8 undergraduate hours. 8 graduate hours. Approved for S/U grading. Prerequisite: Senior standing in Community Health.",8 hours.,,,CHLH485,
958,2020,Fall,2020-fa,CHLH,494,Special Topics,Lecture course in topics of current interest; specific subject matter announced in the Class Schedule. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated.,1 TO 4 hours.,,,CHLH494,3.78
959,2020,Fall,2020-fa,CHLH,517,Principle/Method Epidemiology,Same as PATH 517. See PATH 517.,4 hours.,,,CHLH517,
960,2020,Fall,2020-fa,CHLH,540,Health Behavior: Theory,"Analysis of social science theories and perspectives that comprise the foundation of health education theory and practice. Includes development of a conceptual frame of reference for understanding, predicting, and facilitating change in health behaviors. Same as KIN 540. Prerequisite: Graduate standing.",4 hours.,,,CHLH540,3.5
961,2020,Fall,2020-fa,CHLH,565,Teaching in the Professoriate,"Same as KIN 565, RST 560, and SHS 565. See KIN 565.",4 hours.,,,CHLH565,
962,2020,Fall,2020-fa,CHLH,572,Principles of Epidemiology,"Advanced course designed to provide an introduction to the fundamental concepts and principles of epidemiology and demonstrate their applicability in the field of public health. Emphasizes the use of epidemiologic data and research to a) describe the pattern of diseases in communities, and b) identify risk factors for diseases and for health disparities. Prerequisite: Completion or concurrent enrollment of basic statistics course is encouraged.",4 hours.,,"Enrollment in the MPH program, PhD program, or consent of the instructor.",CHLH572,3.57
963,2020,Fall,2020-fa,CHLH,573,Biostatistics in Public Health,"Introduction to fundamental topics in biostatistics in public health, covering univariate and bivariate statistics as well as basic topics in multivariate analysis. Including practice in analyzing health data through computer laboratory sessions.",4 hours.,,Enrollment in the MPH program or consent of the instructor is required.,CHLH573,3.56
964,2020,Fall,2020-fa,CHLH,575,Chronic Disease Prevention,"Advanced course in population-based approaches to chronic disease prevention, with emphasis on policy and environmental strategies affecting lifestyle risk factors. Provides an understanding of common diseases, screen tests, community assessment, systematic evidence reviews, and evidence-based community interventions. Prerequisite: MPH students or consent of instructor.",4 hours.,,,CHLH575,
965,2020,Fall,2020-fa,CHLH,579,Cultural Competence in Public Health,"Cultural competence education increases public health professionals' cultural awareness, knowledge of self and others, communication skills, attitudes, and behaviors. This course will examine theoretical models in public health and explore community-based programs as they relate to cultural competence and health promotion. 4 graduate hours. No professional credit. Prerequisite: Restricted to MPH Graduate Students.",4 hours.,,,CHLH579,
966,2020,Fall,2020-fa,CHLH,581,Professionalism in Public Health,The overall goal of this course is to introduce MPH students to concepts of professionalism and public service. These concepts will be utilized to directly prepare for the MPH Applied Practice Experience and the MPH Integrative Learning Experience. Both the Applied Practice Experience and Integrative Learning Experience are supervised and evaluated field experiences in public health practice settings of your choice. This seminar prepares students to formulate and identify meaningful practice experiences. Students will take this course twice during the first academic year of enrollment in the MPH program. 1 graduate hour. No professional credit. May be repeated in separate semesters for a maximum of 2 hours. Required of all MPH students during the first year of their program. Prerequisite: Restricted to MPH students.,1 hours.,,,CHLH581,
967,2020,Fall,2020-fa,CHLH,585,Community Health Internship,"Observation, study, and practical work in student's area of specialization under supervision in professional field situations; student works for a minimum of 12 weeks in a University-approved agency or site. Prerequisite: CHLH 429, CHLH 474 and CHLH 510; or graduate standing in community health; or consent of the department.",4 hours.,,,CHLH585,
968,2020,Fall,2020-fa,CHLH,587,MPH Applied Practice Experience,"Provides MPH students with planned, supervised and evaluated field experience in a public health practice setting where students will synthesize knowledge and skills acquired through the course of MPH study. Approved for letter and S/U grading. May be repeated up to 4 hours in separate terms. Prerequisite: Completion of all Core MPH Courses.",1 TO 4 hours.,,Enrollment in the MPH degree program required.,CHLH587,
969,2020,Fall,2020-fa,CHLH,589,MPH Integrative Learning Experience,"Provides MPH students an opportunity to synthesize, integrate, and apply knowledge and skills acquired in MPH coursework, through work on a project relevant to public health practice. Generally offered for MPH students in their last semester of study in the MPH program. Prerequisite: MPH student.",2 hours.,,,CHLH589,
970,2020,Fall,2020-fa,CHLH,591,Seminar,"Lecture, discussions, and critiques on kinesiology and community health related subjects by faculty members and visiting professional leaders; presentation and criticism of student research. Approved for S/U grading only. May be repeated in subsequent terms as topics vary.",1 hours.,,,CHLH591,
971,2020,Fall,2020-fa,CHLH,593,Special Projects,"Independent research on special projects. May be repeated to a maximum of 8 hours. Prerequisite: EPSY 480, KIN 501, and CHLH 540 or equivalent.",2 TO 4 hours.,,,CHLH593,
972,2020,Fall,2020-fa,CHLH,594,Special Topics,Lecture course in topics of current interest; specific subject matter announced in the Class Schedule. May be repeated.,1 TO 4 hours.,,,CHLH594,3.76
973,2020,Fall,2020-fa,CHLH,599,Thesis Research,Preparation of theses in community health. Approved for S/U grading only. May be repeated to a maximum of 16 hours.,0 TO 16 hours.,,,CHLH599,
974,2020,Fall,2020-fa,CHP,199,Special Topics,"Special topics each term. Additional fees may apply. See Class Schedule. May be repeated up to 6 hours, if topics vary. At least one (1) semester of enrollment is required for residents of the Honors Living-Learning Community. Prerequisite: For Campus Honors Program and/or James Scholar students.",1 to 6 hours.,,,CHP199,3.87
975,2020,Fall,2020-fa,CHP,395,Interdisciplinary Seminar,"Seminar on interdisciplinary topics in the natural sciences, social sciences, humanities, and arts. Open to Chancellor's Scholars and other honors students. Additional fees may apply. See Class Schedule. May be repeated to a maximum of 6 hours if topics vary. Prerequisite: Junior standing in the Campus Honors Program.",3 hours.,Camp Honors/Chanc Schol course.,,CHP395,
976,2020,Fall,2020-fa,CHP,396,Interdisciplinary Seminar ACP,Course is identical to CHP 395 except for the additional writing component. May be repeated to a maximum of 6 hours. Prerequisite: Junior standing in or permission of the Campus Honors Program. Completion of campus Composition I general education requirement.,3 hours.,"Camp Honors/Chanc Schol, and Advanced Composition course.",,CHP396,
977,2020,Fall,2020-fa,CI,199,Undergraduate Open Seminar,Approved for both letter and S/U grading. May be repeated.,1 TO 5 hours.,,,CI199,
978,2020,Fall,2020-fa,CI,210,Introduction to Digital Learning Environments,"Surveys the field of digital environments and their capacity to support teaching and learning. Examines theories of interactivity, immersion, learning with multi-media, and digital literacies to discuss and evaluate various digital environments. Students learn to critically assess digital environments and to create original prototypes that target a specific and important learning or teaching goal. Environments that will be discussed and experimented with in class include virtual worlds, social networks, digital classrooms, interactive exhibits, video games, and tangible technologies.",3 hours.,Social & Beh Sci - Beh Sci course.,,CI210,3.86
979,2020,Fall,2020-fa,CI,395,Independent Study,"Permits study of problems not considered in other courses; for students who excel in self-direction and intellectual curiosity. Approved for both letter and S/U grading. Prerequisite: Junior or senior standing; minimum GPA of 3.5; completion of Advanced Composition requirement, and consent of adviser and staff member supervising the work.",2 OR 3 hours.,,,CI395,
980,2020,Fall,2020-fa,CI,402,Teaching Diverse Middle Grade Students,"Examines the curriculum and philosophy of teaching students in the middle grades. Students will focus on a number of related topics including teaching a diverse middle school student population, including all students in instruction, using technology for teaching middle school English, Mathematics, Science, and Social Studies and alternative means of assessing students' learning. Seminar content will be integrated with coursework in adolescent development, and special education in middle school settings. Coursework is integrated with a middle grade field experience. 3 undergraduate hours. 3 graduate hours. May be repeated up to 9 credit hours.",3 hours.,,,CI402,3.8
981,2020,Fall,2020-fa,CI,403,Teaching a Diverse High School Student Population,"Examines the curriculum and philosophy of teaching students in high school grades. Students will focus on a number of related topics including teaching a diverse student population, including all students in instruction, using technology for teaching high school English, Mathematics, Science, and Social Studies and alternative means of assessing students' learning. Seminar content will be integrated with coursework in instructional technology, assessment, and special education with high school students. Coursework is integrated with a high school field experience. 3 undergraduate hours. 3 graduate hours. Prerequisite: CI 401. Requires concurrent enrollment in CI/EPSY 485 and SPED 405.",3 hours.,,,CI403,3.8
982,2020,Fall,2020-fa,CI,405,Introduction to Teaching Elementary Age Children,Examines the contexts of elementary education in the public schools. Includes content on teaching as a profession and community/family contexts of education. Coursework is integrated with field experiences with elementary children. 3 undergraduate hours. 3 graduate hours. Prerequisite: Admission to the Elementary Teacher Education Program.,3 hours.,,,CI405,3.76
983,2020,Fall,2020-fa,CI,406,Theory Practice in Elementary School Teaching I,"Course examines teaching in the elementary grades. Students will focus on a number of related topics, including classroom management, instructional design, personal and professional attributes of effective teachers, and multicultural perspectives. Coursework is integrated with field assignments in public elementary schools. 3 undergraduate hours. 3 graduate hours. Prerequisite: CI 405; admission to the Elementary Teacher Education Program.",3 hours.,,,CI406,3.78
984,2020,Fall,2020-fa,CI,410,"Middle School Instruction, Philosophy and Structures","This course will introduce middle school concept and philosophy; cover common instructional and assessment strategies aligned with this concept, with a specific focus on curriculum integration and the use of newer communication technologies; and will review middle school organizational structures, including teaming, advisory, alternative scheduling, exploratory classes, and parental involvement. Students will connect theory and practice by incorporating their concurrent field placement (in middle level setting) into assignments and discussions. 3 undergraduate hours. 3 graduate hours.",3 hours.,,,CI410,3.71
985,2020,Fall,2020-fa,CI,415,"Language Varieties, Cultures and Learning","For students in the early childhood, elementary and middle grades licensure programs. Introduces students to issues related to first- and second-language development, cultural diversity, and language variation. Addresses the above issues in terms of teaching and learning and serves as a base for subsequent courses that will extend these issues in the content areas. 3 undergraduate hours. 3 graduate hours. Prerequisite: Admission to a teacher preparation program.",3 hours.,,,CI415,3.77
986,2020,Fall,2020-fa,CI,421,Principles and Practices in Early Childhood Education,"Studies the principles and practices of using play as an educational tool in early childhood education; reviews historical, philosophical, and psychological foundations of nursery-kindergarten methods; assesses techniques relating play to various aspects of instruction; surveys materials and equipment; and presents methods of classroom evaluation. 3 undergraduate hours. No graduate credit. Prerequisite: CI 420; admission to the Early Childhood Teacher Education Program. Concurrent enrollment in EDPR 420 and EDPR 438; credit or concurrent registration in EDPR 250, section EC.",3 hours.,,,CI421,3.41
987,2020,Fall,2020-fa,CI,422,"Families, Communities, Schools","Principles and practices of building partnerships and collaboration among families, community agencies, and schools in a diverse society for early childhood professionals; covers strategies for building understanding, trust, and effective communication with all children and their families including those who have special needs, have cultural and linguistic differences, come from non-traditional family configurations, and who face poverty, health problems, and/or family dysfunction. 3 undergraduate hours. 4 graduate hours. Prerequisite: Admission to the Early Childhood Teacher Education Program or consent of the instructor.",3 OR 4 hours.,,,CI422,3.8
988,2020,Fall,2020-fa,CI,430,Teaching Children Mathematics,"Examines children's learning of mathematics and meaningful instructional methods, representations and materials. Emphasis given to number and operations (including both whole and rational numbers), number theory and statistics/probability. Includes laboratory experience with supervised problem solving. 3 undergraduate hours. 3 graduate hours. Credit is not given for both CI 430 and CI 431. Prerequisite: MATH 103; admission to the Elementary Teacher Education Program.",3 hours.,,,CI430,3.77
989,2020,Fall,2020-fa,CI,433,Foundations of Bilingual Education,"Analyzes historical, political, and educational influences on bilingual/ESL education in US. Theoretical foundation of bilingual and ESL programs are examined as well as the effectiveness of program models in promoting academic achievement. Meets standards and course requirements for the Illinois State Board of Education Teaching Approval and Endorsement for Bilingual and ESL teachers. Same as LLS 433. 3 undergraduate hours. 2 or 4 graduate hours.",2 TO 4 hours.,,,CI433,3.78
990,2020,Fall,2020-fa,CI,437,Educational Game Design,"Examines the role that physical and digital games play in learning. Focuses on how people learn through play and how game structures support educational outcomes. Principles of game design are described and students apply them to the design of original games with a specified educational objective. Students learn to prototype, playtest, and evaluate the educational content of games. Surveys and samples games in the areas of serious games, persuasive games, games for impact, etc. 3 undergraduate hours. 4 graduate hours. Prerequisite: Junior standing or consent of instructor.",3 OR 4 hours.,,,CI437,3.86
991,2020,Fall,2020-fa,CI,446,Culture in the Classroom,"Explores cultural, political, and social factors that affect learning and teaching. Introduces students to the fields of educational anthropology and multicultural education and to the application of cultural information to curriculum development and classroom practice. The 3-hour undergraduate version and 4-hour graduate version meet the Cross-Cultural Studies for Teaching Limited-English-Proficient Students requirement for Bilingual and/or ESL Teaching Approval or Endorsement from the Illinois State Board of Education. 3 undergraduate hours. 2 or 4 graduate hours.",2 TO 4 hours.,,,CI446,3.77
992,2020,Fall,2020-fa,CI,450,Teaching Elementary Science I,"Course is the first of two, 3-hour science methods courses in the elementary education program, which will examine elementary science content, learning theory, and the teaching of science in the elementary school. 3 undergraduate hours. 3 graduate hours. Prerequisite: Admission to the Elementary Teacher Education Program.",3 hours.,,,CI450,3.71
993,2020,Fall,2020-fa,CI,452,Social Studies as Action and Inquiry,"This course continues the application of methods and content knowledge from CI 448 and will use an inquiry approach to study classrooms and school communities. Students will learn about teacher action research and begin planning an implement classroom inquiry in their teaching, first as a small pilot project and then a more extensive study connected with EdTPA assignments. The continuing themes of active citizenship, diversity, equity, and professional practices will guide learning and action research planning. 3 undergraduate hours. 4 graduate hours. Prerequisite: Admission to the Elementary Teacher Education Program.",3 OR 4 hours.,,,CI452,3.84
994,2020,Fall,2020-fa,CI,465,Language Literacy in Early Childhood Education I,"Basic principles, techniques, and materials for the emergent literacy in infancy through preschool. Emphasizes linguistic and cultural factors in culturally diverse settings. 3 undergraduate hours. 3 graduate hours. Prerequisite: Admission to the Early Childhood Teacher Education Program. Concurrent enrollment in HDFS 301.",3 hours.,,,CI465,3.46
995,2020,Fall,2020-fa,CI,467,Principles in Teaching Literature to Children and Youth,Examines literature written for children and youth and the uses of literature in the school curriculum. 3 undergraduate hours. 3 graduate hours. Credit is not given for both CI 467 and LIS 403. Prerequisite: One college course in literature; admission to a teacher educator preparation program.,3 hours.,,,CI467,3.68
996,2020,Fall,2020-fa,CI,471,Principles and Practices to Foster Independence in Reading,"Emphasizes reading comprehension and reading to learn in content fields in grades K-8. Includes focus on teaching reading to students from diverse cultural and linguistic backgrounds, including dialect speakers and English learners. 3 undergraduate hours. 4 graduate hours.",3 OR 4 hours.,,,CI471,3.64
997,2020,Fall,2020-fa,CI,472,Teaching Reading in Grades 4-12,"Examines current literacy practices beyond the primary grades including factors related to reading comprehension, vocabulary development, fluency, and motivation. Includes issues related to diversity and ESL related to teaching reading. 3 undergraduate hours. 2 or 4 graduate hours. Prerequisite: EPSY 201; junior standing or consent of instructor.",2 OR 4 hours.,,,CI472,3.96
998,2020,Fall,2020-fa,CI,476,Teaching Elementary and Middle Grade Language Arts,"Second of a two-course sequence that examines the basic theories, issues, methods, and materials for a developmental K-8 language arts program. It continues to emphasize the need to integrate the four language arts (reading, writing, speaking, and listening) as tools for learning across the curriculum. This second course, however, places a relatively greater emphasis on writing than on reading, speaking, and listening. Continues to address cultural diversity in language arts instruction, with emphasis on linguistic diversity. 3 undergraduate hours. 3 graduate hours. Prerequisite: CI 467 and CI 475 or CI 471; admission to the middle grades major, elementary major, or consent of instructor.",3 hours.,,,CI476,3.8
